event_id,n_documents,n_filings,n_amendment_filings,n_initial_filings,has_amendment,forms,form_families,primary_form_family,entity_names,primary_entity,ciks,primary_cik,tickers,first_file_date,last_file_date,event_span_days,n_exhibits,n_primary_docs
333-284505,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['PMGC Holdings Inc.'],PMGC Holdings Inc.,['0001840563'],0001840563,['ELAB'],2025-03-24,2025-04-24,31,0,2
333-284510,16,16,0,16,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['Strategy Inc' 'MICROSTRATEGY Inc'],Strategy Inc,['0001050446'],0001050446,['MSTR' 'STRC' 'STRD' 'STRF' 'STRK'],2025-01-27,2025-11-07,284,0,16
333-284511,19,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,"['Northwest Bancshares, Inc.']","Northwest Bancshares, Inc.",['0001471265'],0001471265,['NWBI'],2025-01-27,2025-02-20,24,18,1
333-284521,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['BELITE BIO, INC']","BELITE BIO, INC",['0001889109'],0001889109,['BLTE'],2025-02-07,2025-12-02,298,0,4
333-284527,13,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['INDEPENDENT BANK CORP'],INDEPENDENT BANK CORP,['0000776901'],0000776901,['INDB'],2025-01-27,2025-02-14,18,11,2
333-284528,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['QUANTUM CORP /DE/'],QUANTUM CORP /DE/,['0000709283'],0000709283,['QMCO'],2025-02-11,2025-02-11,0,0,1
333-284538,86,86,0,86,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['GOLDMAN SACHS GROUP INC'],GOLDMAN SACHS GROUP INC,['0000886982' '0001277127' '0001318844' '0001419828'],0000886982,['GS' 'GS-PA' 'GS-PC' 'GS-PD' 'GSCE'],2025-02-14,2025-12-23,312,0,86
333-284561,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['VerifyMe, Inc.']","VerifyMe, Inc.",['0001104038'],0001104038,['VRME' 'VRMEW'],2025-02-04,2025-02-04,0,0,1
333-284562,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['VerifyMe, Inc.']","VerifyMe, Inc.",['0001104038'],0001104038,['VRME' 'VRMEW'],2025-03-06,2025-03-06,0,0,1
333-284569,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Kairos Pharma, LTD.']","Kairos Pharma, LTD.",['0001962011'],0001962011,['KAPA'],2025-02-05,2025-08-19,195,0,2
333-284578,11,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['FIRST COMMONWEALTH FINANCIAL CORP /PA/'],FIRST COMMONWEALTH FINANCIAL CORP /PA/,['0000712537'],0000712537,['FCF'],2025-01-29,2025-03-04,34,9,2
333-284585,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Wheeler Real Estate Investment Trust, Inc.']","Wheeler Real Estate Investment Trust, Inc.",['0001527541'],0001527541,['WHLR' 'WHLRD' 'WHLRL' 'WHLRP'],2025-03-05,2025-05-06,62,0,2
333-284589,24,6,5,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['Goldenstone Acquisition Ltd.'],Goldenstone Acquisition Ltd.,['0001858007' '0002040116'],0001858007,['GDST' 'GDSTR' 'GDSTU' 'GDSTW'],2025-01-30,2025-08-05,187,18,6
333-284603,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Dermata Therapeutics, Inc.']","Dermata Therapeutics, Inc.",['0001853816'],0001853816,['DRMA' 'DRMAW'],2025-02-05,2025-02-05,0,0,1
333-284606,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['KAZIA THERAPEUTICS LTD'],KAZIA THERAPEUTICS LTD,['0001075880'],0001075880,['KZIA'],2025-02-05,2025-12-23,321,0,2
333-284613,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['FARADAY FUTURE INTELLIGENT ELECTRIC INC.'],FARADAY FUTURE INTELLIGENT ELECTRIC INC.,['0001805521'],0001805521,['FFAI' 'FFAIW'],2025-05-21,2025-05-21,0,0,1
333-284614,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Rain Enhancement Technologies Holdco, Inc.']","Rain Enhancement Technologies Holdco, Inc.",['0002028293'],0002028293,['RAIN' 'RAINW'],2025-02-12,2025-04-25,72,0,2
333-284624,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['GoldenTree Opportunistic Credit Fund'],GoldenTree Opportunistic Credit Fund,['0002052250'],0002052250,[],2025-06-23,2025-06-23,0,0,1
333-284635,1,1,0,1,False,['424B2'],['prospectus_supplement'],prospectus_supplement,"['M-tron Industries, Inc.']","M-tron Industries, Inc.",['0001902314'],0001902314,['MPTI'],2025-04-25,2025-04-25,0,0,1
333-284646,1,1,0,1,False,['424B2'],['prospectus_supplement'],prospectus_supplement,"['BLACKROCK CORPORATE HIGH YIELD FUND, INC.']","BLACKROCK CORPORATE HIGH YIELD FUND, INC.",['0001222401'],0001222401,['HYT'],2025-02-07,2025-02-07,0,0,1
333-284651,16,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['AeroVironment Inc'],AeroVironment Inc,['0001368622'],0001368622,['AVAV'],2025-01-31,2025-02-10,10,14,2
333-284653,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Beyond Air, Inc.']","Beyond Air, Inc.",['0001641631'],0001641631,['XAIR'],2025-02-14,2025-02-14,0,0,1
333-284654,13,3,2,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['Gen Digital Inc.'],Gen Digital Inc.,['0000849399'],0000849399,['GEN'],2025-02-03,2025-03-04,29,10,3
333-284658,8,8,0,8,False,['425'],['business_combination_comms'],business_combination_comms,['Aimfinity Investment Merger Sub I'],Aimfinity Investment Merger Sub I,['0001903464' '0001997799'],0001903464,['INKS'],2025-02-03,2025-07-29,176,0,8
333-284661,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['ArriVent BioPharma, Inc.']","ArriVent BioPharma, Inc.",['0001868279'],0001868279,['AVBP'],2025-07-01,2025-07-02,1,0,2
333-284663,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['FibroBiologics, Inc.']","FibroBiologics, Inc.",['0001958777'],0001958777,['FBLG'],2025-11-20,2025-12-15,25,0,3
333-284670,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,"['Carmell Corp' 'Longevity Health Holdings, Inc.']",Carmell Corp,['0001842939'],0001842939,['CTCX' 'CTCXW' 'XAGE' 'XAGEW'],2025-02-13,2025-04-14,60,0,2
333-284675,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Nauticus Robotics, Inc.']","Nauticus Robotics, Inc.",['0001849820'],0001849820,['KITT' 'KITTW'],2025-06-30,2025-06-30,0,0,1
333-284676,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Oaktree Asset-Backed Income Fund Inc.'],Oaktree Asset-Backed Income Fund Inc.,['0002051511'],0002051511,[],2025-08-08,2025-08-08,0,0,1
333-284690,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Cyclerion Therapeutics, Inc.']","Cyclerion Therapeutics, Inc.",['0001755237'],0001755237,['CYCN'],2025-05-07,2025-05-07,0,0,1
333-284692,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Pinstripes Holdings, Inc.']","Pinstripes Holdings, Inc.",['0001852633'],0001852633,['PNST' 'PNSTW'],2025-02-20,2025-02-20,0,0,1
333-284693,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,"['PayPal Holdings, Inc.']","PayPal Holdings, Inc.",['0001633917'],0001633917,['PYPL'],2025-03-03,2025-03-05,2,0,2
333-284697,10,1,0,1,False,['S-4'],['registration_exchange_merger'],registration_exchange_merger,['Amaze Holdings Inc.'],Amaze Holdings Inc.,['0002053555'],0002053555,[],2025-02-05,2025-02-05,0,9,1
333-284705,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['MESOBLAST LTD'],MESOBLAST LTD,['0001345099'],0001345099,['MEOBF' 'MESO'],2025-02-12,2025-02-12,0,0,1
333-284714,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['CONDUIT PHARMACEUTICALS INC.'],CONDUIT PHARMACEUTICALS INC.,['0001896212'],0001896212,['CDT' 'CDTTW'],2025-02-14,2025-02-14,0,0,1
333-284763,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Vertical Aerospace Ltd.'],Vertical Aerospace Ltd.,['0001867102'],0001867102,['EVTL' 'EVTWF'],2025-03-27,2025-03-27,0,0,1
333-284774,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Iterum Therapeutics plc'],Iterum Therapeutics plc,['0001659323'],0001659323,['ITRM'],2025-10-16,2025-10-16,0,0,1
333-284775,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Cardio Diagnostics Holdings, Inc.']","Cardio Diagnostics Holdings, Inc.",['0001870144'],0001870144,['CDIO' 'CDIOW'],2025-02-14,2025-02-14,0,0,1
333-284779,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['RICHTECH ROBOTICS INC.'],RICHTECH ROBOTICS INC.,['0001963685'],0001963685,['RR'],2025-05-16,2025-08-28,104,0,2
333-284785,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['BLACKROCK CORE BOND TRUST'],BLACKROCK CORE BOND TRUST,['0001160864'],0001160864,['BHK'],2025-05-28,2025-05-28,0,0,1
333-284787,18,3,2,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,"['TuHURA Biosciences, Inc./NV']","TuHURA Biosciences, Inc./NV",['0001498382'],0001498382,['HURA'],2025-02-07,2025-05-08,90,15,3
333-284794,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['iCoreConnect Inc.'],iCoreConnect Inc.,['0001906133'],0001906133,['ICCT'],2025-02-14,2025-02-14,0,0,1
333-284810,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['ALPHA MODUS HOLDINGS, INC.']","ALPHA MODUS HOLDINGS, INC.",['0001862463'],0001862463,['AMOD' 'AMODW'],2025-02-14,2025-02-14,0,0,1
333-284812,9,9,0,9,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Archer Aviation Inc.'],Archer Aviation Inc.,['0001824502'],0001824502,['ACHR' 'ACHR-WT'],2025-02-11,2025-11-26,288,0,9
333-284816,13,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,"['Clearwater Analytics Holdings, Inc.']","Clearwater Analytics Holdings, Inc.",['0001866368'],0001866368,['CWAN'],2025-02-11,2025-03-06,23,11,2
333-284834,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Vivos Therapeutics, Inc.']","Vivos Therapeutics, Inc.",['0001716166'],0001716166,['VVOS'],2025-09-12,2025-09-12,0,0,1
333-284835,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Zurn Elkay Water Solutions Corp'],Zurn Elkay Water Solutions Corp,['0001439288'],0001439288,['ZWS'],2025-02-11,2025-02-11,0,0,1
333-284850,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Ads-Tec Energy Public Ltd Co'],Ads-Tec Energy Public Ltd Co,['0001879248'],0001879248,['ADSE' 'ADSEW'],2025-05-01,2025-05-01,0,0,1
333-284873,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Silexion Therapeutics Corp'],Silexion Therapeutics Corp,['0002022416'],0002022416,['SLXN' 'SLXNW'],2025-04-01,2025-04-01,0,0,1
333-284878,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['RECURSION PHARMACEUTICALS, INC.']","RECURSION PHARMACEUTICALS, INC.",['0001601830'],0001601830,['RXRX'],2025-02-28,2025-02-28,0,0,1
333-284881,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['STAG Industrial, Inc.']","STAG Industrial, Inc.",['0001479094' '0001519642'],0001479094,['STAG'],2025-02-13,2025-02-13,0,0,1
333-284882,2,2,0,2,False,['424B2' '424B3'],['prospectus_supplement'],prospectus_supplement,['CNA FINANCIAL CORP'],CNA FINANCIAL CORP,['0000021175'],0000021175,['CNA'],2025-08-05,2025-08-06,1,0,2
333-284916,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['LiveOne, Inc.']","LiveOne, Inc.",['0001491419'],0001491419,['LVO'],2025-02-28,2025-07-17,139,0,3
333-284932,31,6,3,3,True,['424B3' 'S-4' 'S-4/A'],['prospectus_supplement' 'registration_exchange_merger'],mixed,['Quanterix Corp'],Quanterix Corp,['0001503274'],0001503274,['QTRX'],2025-02-14,2025-06-16,122,25,6
333-284933,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Upstart Holdings, Inc.']","Upstart Holdings, Inc.",['0001647639'],0001647639,['UPST'],2025-02-14,2025-02-14,0,0,1
333-284944,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Eaton Vance Tax-Managed Diversified Equity Income Fund'],Eaton Vance Tax-Managed Diversified Equity Income Fund,['0001340736'],0001340736,['ETY'],2025-02-19,2025-02-19,0,0,1
333-284957,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Currenc Group Inc.'],Currenc Group Inc.,['0001862935'],0001862935,['CURR'],2025-10-21,2025-10-21,0,0,1
333-284960,19,6,5,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['FLYEXCLUSIVE INC.'],FLYEXCLUSIVE INC.,['0001843973'],0001843973,['FLYX' 'FLYX-WT'],2025-02-14,2025-11-14,273,13,6
333-284962,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['La Rosa Holdings Corp.'],La Rosa Holdings Corp.,['0001879403'],0001879403,['LRHC'],2025-07-17,2025-07-17,0,0,1
333-284964,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Bolt Projects Holdings, Inc.']","Bolt Projects Holdings, Inc.",['0001841125'],0001841125,['BSLK' 'BSLKW'],2025-03-28,2025-03-28,0,0,1
333-284972,18,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,"['Arcadia Biosciences, Inc.']","Arcadia Biosciences, Inc.",['0001469443'],0001469443,['RKDA'],2025-02-14,2025-07-31,167,16,2
333-284976,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['WINDTREE THERAPEUTICS INC /DE/'],WINDTREE THERAPEUTICS INC /DE/,['0000946486'],0000946486,['WINT' 'WINTW'],2025-04-25,2025-04-25,0,0,1
333-284977,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['TEXAS INSTRUMENTS INC'],TEXAS INSTRUMENTS INC,['0000097476'],0000097476,['TXN'],2025-05-20,2025-05-22,2,0,2
333-284993,32,3,2,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,"['Pulmatrix, Inc.']","Pulmatrix, Inc.",['0001574235'],0001574235,['PULM'],2025-02-14,2025-05-07,82,29,3
333-284995,4,4,0,4,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,"['AUTONATION, INC.']","AUTONATION, INC.",['0000350698'],0000350698,['AN'],2025-02-19,2025-11-12,266,0,4
333-284996,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Binah Capital Group, Inc.']","Binah Capital Group, Inc.",['0001953984'],0001953984,['BCG' 'BCGWW'],2025-04-08,2025-09-08,153,0,2
333-285000,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['New Horizon Aircraft Ltd.'],New Horizon Aircraft Ltd.,['0001930021'],0001930021,['HOVR' 'HOVRW'],2025-03-26,2025-03-26,0,0,1
333-285001,10,1,0,1,False,['S-4'],['registration_exchange_merger'],registration_exchange_merger,['FutureTech II Acquisition Corp.'],FutureTech II Acquisition Corp.,['0001889450'],0001889450,['FTII' 'FTIIU' 'FTIIW'],2025-02-14,2025-02-14,0,9,1
333-285035,63,5,3,2,True,['424B3' 'S-4' 'S-4/A'],['prospectus_supplement' 'registration_exchange_merger'],mixed,['GLYCOMIMETICS INC'],GLYCOMIMETICS INC,['0001253689'],0001253689,['GLYC'],2025-02-18,2025-05-14,85,58,5
333-285036,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['UNITED PARCEL SERVICE INC'],UNITED PARCEL SERVICE INC,['0001090727'],0001090727,['UPS'],2025-05-12,2025-05-15,3,0,4
333-285059,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['AMICUS THERAPEUTICS, INC.']","AMICUS THERAPEUTICS, INC.",['0001178879'],0001178879,['FOLD'],2025-02-21,2025-02-21,0,0,1
333-285096,20,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,['CNB FINANCIAL CORP/PA'],CNB FINANCIAL CORP/PA,['0000736772'],0000736772,['CCNE' 'CCNEP'],2025-02-20,2025-03-03,11,18,2
333-285098,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Anebulo Pharmaceuticals, Inc.']","Anebulo Pharmaceuticals, Inc.",['0001815974'],0001815974,['ANEB'],2025-03-03,2025-03-03,0,0,1
333-285118,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND'],CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,['0001171471'],0001171471,['CHI'],2025-02-24,2025-02-24,0,0,1
333-285119,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CALAMOS CONVERTIBLE & HIGH INCOME FUND'],CALAMOS CONVERTIBLE & HIGH INCOME FUND,['0001222719'],0001222719,['CHY'],2025-02-24,2025-02-24,0,0,1
333-285125,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Canaan Inc.'],Canaan Inc.,['0001780652'],0001780652,['CAN'],2025-03-07,2025-11-04,242,0,3
333-285135,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['C3is Inc.'],C3is Inc.,['0001951067'],0001951067,['CISS'],2025-10-09,2025-10-09,0,0,1
333-285138,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['Cornerstone Strategic Investment Fund, Inc.']","Cornerstone Strategic Investment Fund, Inc.",['0000814083'],0000814083,['CLM'],2025-04-21,2025-04-21,0,0,1
333-285143,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['CORNERSTONE TOTAL RETURN FUND INC'],CORNERSTONE TOTAL RETURN FUND INC,['0000033934'],0000033934,['CRF'],2025-04-21,2025-04-21,0,0,1
333-285148,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['INNOVATIVE INDUSTRIAL PROPERTIES INC'],INNOVATIVE INDUSTRIAL PROPERTIES INC,['0001677576'],0001677576,['IIPR' 'IIPR-PA'],2025-02-26,2025-02-26,0,0,1
333-285159,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['THERMO FISHER SCIENTIFIC INC.'],THERMO FISHER SCIENTIFIC INC.,['0000097745' '0001680143'],0000097745,['TMO'],2025-09-30,2025-11-25,56,0,4
333-285178,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Youlife Group Inc.'],Youlife Group Inc.,['0002028177' '0002046376'],0002028177,['YOUL'],2025-04-02,2025-05-15,43,0,2
333-285184,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Apple Hospitality REIT, Inc.']","Apple Hospitality REIT, Inc.",['0001418121'],0001418121,['APLE'],2025-02-25,2025-02-25,0,0,1
333-285230,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Portman Ridge Finance Corp'],Portman Ridge Finance Corp,['0001372807'],0001372807,['PTMN'],2025-05-13,2025-05-13,0,0,1
333-285279,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['IonQ, Inc.']","IonQ, Inc.",['0001824920'],0001824920,['IONQ' 'IONQ-WT'],2025-02-27,2025-10-10,225,0,5
333-285291,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['HF Sinclair Corp'],HF Sinclair Corp,['0001915657'],0001915657,['DINO'],2025-08-11,2025-08-13,2,0,2
333-285297,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['COMPASS Pathways plc'],COMPASS Pathways plc,['0001816590'],0001816590,['CMPS'],2025-05-08,2025-05-08,0,0,1
333-285355,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Altimmune, Inc.']","Altimmune, Inc.",['0001326190'],0001326190,['ALT'],2025-11-06,2025-11-06,0,0,1
333-285388,12,2,1,1,True,['S-4' 'S-4/A'],['registration_exchange_merger'],registration_exchange_merger,"['GLACIER BANCORP, INC.']","GLACIER BANCORP, INC.",['0000868671'],0000868671,['GBCI'],2025-02-28,2025-03-14,14,10,2
333-285405,4,4,0,4,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['Main Street Capital CORP'],Main Street Capital CORP,['0001396440'],0001396440,['MAIN'],2025-03-04,2025-08-14,163,0,4
333-285419,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['MP Materials Corp. / DE'],MP Materials Corp. / DE,['0001801368'],0001801368,['MP'],2025-07-16,2025-07-18,2,0,2
333-285434,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['AFFILIATED MANAGERS GROUP, INC.']","AFFILIATED MANAGERS GROUP, INC.",['0001004434'],0001004434,['AMG' 'MGR' 'MGRB' 'MGRD' 'MGRE'],2025-03-07,2025-12-10,278,0,3
333-285442,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['BlackRock Multi-Sector Income Trust'],BlackRock Multi-Sector Income Trust,['0001562818'],0001562818,['BIT'],2025-06-05,2025-08-20,76,0,2
333-285472,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND'],NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND,['0000892992'],0000892992,['NAZ'],2025-04-18,2025-04-18,0,0,1
333-285477,4,4,0,4,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Carlyle AlpInvest Private Markets Secondaries Fund'],Carlyle AlpInvest Private Markets Secondaries Fund,['0002058263'],0002058263,[],2025-09-23,2025-11-25,63,0,4
333-285481,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CME GROUP INC.'],CME GROUP INC.,['0001156375'],0001156375,['CME'],2025-03-03,2025-03-04,1,0,2
333-285508,44,44,0,44,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['BANK OF MONTREAL /CAN/'],BANK OF MONTREAL /CAN/,['0000927971'],0000927971,"['BERZ' 'BMO' 'BNKD' 'BNKU' 'BULZ' 'CARD' 'CARU' 'DULL' 'FLYD' 'FLYU'
 'FNGA' 'FNGB' 'FNGD' 'FNGO' 'FNGS' 'FNGU' 'GDXD' 'GDXU' 'JETD']",2025-03-25,2025-12-22,272,0,44
333-285516,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['BlackRock Utilities, Infrastructure & Power Opportunities Trust']","BlackRock Utilities, Infrastructure & Power Opportunities Trust",['0001528988'],0001528988,['BUI'],2025-06-05,2025-06-05,0,0,1
333-285521,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Calamos Dynamic Convertible & Income Fund'],Calamos Dynamic Convertible & Income Fund,['0001602584'],0001602584,['CCD'],2025-05-23,2025-05-23,0,0,1
333-285522,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['FRACTYL HEALTH, INC.']","FRACTYL HEALTH, INC.",['0001572616'],0001572616,['GUTS'],2025-08-05,2025-09-26,52,0,3
333-285525,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Amylyx Pharmaceuticals, Inc.']","Amylyx Pharmaceuticals, Inc.",['0001658551'],0001658551,['AMLX'],2025-09-09,2025-09-10,1,0,2
333-285533,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Lotus Technology Inc.'],Lotus Technology Inc.,['0001962746'],0001962746,['LOT' 'LOTWW'],2025-08-19,2025-08-19,0,0,1
333-285537,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['JPMORGAN CHASE & CO'],JPMORGAN CHASE & CO,['0000019617'],0000019617,['AMJB' 'JPM' 'JPM-PC' 'JPM-PD' 'JPM-PJ' 'JPM-PK' 'JPM-PL' 'JPM-PM' 'VYLD'],2025-04-10,2025-04-10,0,0,1
333-285543,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['GameSquare Holdings, Inc.']","GameSquare Holdings, Inc.",['0001714562'],0001714562,['GAME'],2025-06-27,2025-07-18,21,0,5
333-285544,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Zapp Electric Vehicles Group Ltd'],Zapp Electric Vehicles Group Ltd,['0001955104'],0001955104,['ZAPP' 'ZAPPW'],2025-03-27,2025-03-27,0,0,1
333-285545,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['MULLEN AUTOMOTIVE INC.'],MULLEN AUTOMOTIVE INC.,['0001499961'],0001499961,['MULN'],2025-03-14,2025-03-14,0,0,1
333-285547,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Scinai Immunotherapeutics Ltd.'],Scinai Immunotherapeutics Ltd.,['0001611747'],0001611747,['SCNI'],2025-03-13,2025-03-13,0,0,1
333-285609,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Adicet Bio, Inc.']","Adicet Bio, Inc.",['0001720580'],0001720580,['ACET'],2025-03-18,2025-10-07,203,0,2
333-285612,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Perfect Moment Ltd.'],Perfect Moment Ltd.,['0001849221'],0001849221,['PMNT'],2025-06-26,2025-06-30,4,0,2
333-285628,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['TIAA REAL ESTATE ACCOUNT'],TIAA REAL ESTATE ACCOUNT,['0000946155'],0000946155,[],2025-05-01,2025-05-01,0,0,1
333-285637,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Ohmyhome Ltd'],Ohmyhome Ltd,['0001944902'],0001944902,['OMH'],2025-05-21,2025-06-11,21,0,2
333-285653,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['indie Semiconductor, Inc.']","indie Semiconductor, Inc.",['0001841925'],0001841925,['INDI'],2025-08-29,2025-08-29,0,0,1
333-285664,28,3,1,2,True,['424B3' 'S-4' 'S-4/A'],['prospectus_supplement' 'registration_exchange_merger'],mixed,['Ranger Bermuda Topco Ltd'],Ranger Bermuda Topco Ltd,['0002055116'],0002055116,[],2025-03-10,2025-03-26,16,25,3
